,Book-Rating_x,Book-Rating_y,Unnamed: 0,ISBN,bookTitle,bookAuthor,yearOfPublication,publisher
227,389,7.627450980392157,227,0449006522,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books
519,389,7.480769230769231,519,0060932759,Daughter of Fortune,Isabel Allende,2000,Perennial
2995,389,7.339622641509434,2995,0452260116,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987,Plume Books
4678,388,7.461538461538462,4678,0441304834,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Ace Books
3785,387,7.74,3785,0684853515,Hearts In Atlantis : New Fiction,Stephen King,1999,Scribner
1926,387,7.588235294117647,1926,0743457358,Everything's Eventual : 14 Dark Tales,Stephen King,2002,Pocket
2552,386,7.72,2552,0385424736,The Rainmaker,John Grisham,1995,Doubleday Books
678,386,7.877551020408164,678,0446519138,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,Warner Books
653,385,8.555555555555555,653,0345413369,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,1998,Del Rey
9185,385,8.020833333333334,9185,0553573136,Couplehood,PAUL REISER,1995,Bantam
20022,384,6.9818181818181815,20022,0679735771,American Psycho (Vintage Contemporaries),Bret Easton Ellis,2000,Vintage Books USA
4448,384,7.836734693877551,4448,0743437640,The Mulberry Tree,Jude Deveraux,2003,Pocket
15848,383,8.148936170212766,15848,0671776134,Plain Truth,Jodi Picoult,2001,Washington Square Press
2867,383,8.148936170212766,2867,0316168688,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,2003,"Little, Brown"
3243,383,7.226415094339623,3243,0553582135,Final Target,Iris Johansen,2002,Bantam Books
3410,383,7.509803921568627,3410,1558744630,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield,1997,Health Communications
4665,382,7.958333333333333,4665,0064407675,"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,1999,HarperCollins
10094,381,7.62,10094,044022103X,One True Thing,Anna Quindlen,1995,Dell
8740,380,8.085106382978724,8740,1558745718,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),Jack Canfield,1998,Health Communications
3353,380,8.444444444444445,3353,0440204887,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,1994,Dell Publishing Company
47,379,5.338028169014085,47,0425182908,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
3611,379,7.73469387755102,3611,0671250671,"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback))",M. Scott Peck,1980,Touchstone
2637,378,7.56,2637,0743224574,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,Sylvia Nasar,2001,Simon &amp; Schuster
212,378,7.714285714285714,212,0380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1992,Avon
7663,378,7.714285714285714,7663,0399147195,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,2001,Putnam Publishing Group
7993,378,8.790697674418604,7993,0440217563,Voyager,DIANA GABALDON,1994,Dell
2342,378,8.217391304347826,2342,0553274503,Flowers for Algernon (Bantam Classic),DANIEL KEYES,1984,Bantam
877,378,7.0,877,038529929X,Hannibal,Thomas Harris,1999,Del Sol Press
7732,377,8.976190476190476,7732,0446365386,Gone with the Wind,Margaret Mitchell,1993,Warner Books
9390,376,7.673469387755102,9390,0385502532,Drowning Ruth,Christina Schwarz,2000,Doubleday
10149,375,7.9787234042553195,10149,0451180232,Nightmares &amp; Dreamscapes,Stephen King,2004,Signet Book
16304,375,6.696428571428571,16304,0671693816,Wifey,Judy Blume,1989,Pocket
4713,374,8.5,4713,0553573403,"A Game of Thrones (A Song of Ice and Fire, Book 1)",George R.R. Martin,1997,Spectra Books
4251,374,7.056603773584905,4251,0156628708,Mrs Dalloway,Virginia Woolf,1990,Harvest Books
51,372,7.75,51,0842342702,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),Tim Lahaye,2000,Tyndale House Publishers
7857,371,7.42,7857,0671894455,FORREST GUMP (Movie Tie in),Winston Groom,1994,Pocket
4726,371,7.42,4726,0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books
3308,371,7.2745098039215685,3308,0743411250,The Woman Next Door,Barbara Delinsky,2002,Pocket
566,371,7.2745098039215685,566,0451202341,Back Roads,Tawni O'Dell,2001,Signet Book
6656,370,7.254901960784314,6656,0743467523,Dreamcatcher,Stephen King,2003,Pocket
2160,370,7.708333333333333,2160,0316089699,Sea Glass: A Novel,Anita Shreve,2003,Back Bay Books
3571,369,7.096153846153846,3571,0553579606,Ashes to Ashes,TAMI HOAG,2000,Bantam
16821,368,7.36,16821,0452282195,The Bluest Eye,Toni Morrison,2000,Plume Books
1381,368,7.666666666666667,1381,0552996009,Notes From a Small Planet,Bill Bryson,1994,Bantam Doubleday Dell
6804,367,7.489795918367347,6804,0449223612,N Is for Noose,Sue Grafton,1999,Fawcett Books
8379,367,7.978260869565218,8379,0553578022,The Face of Deception,Iris Johansen,1999,Bantam Books
3300,367,7.645833333333333,3300,0425180964,The Bear and the Dragon (Jack Ryan Novels),Tom Clancy,2001,Berkley Publishing Group
7337,367,7.34,7337,0670865796,The Deep End of the Ocean (Oprah's Book Club (Hardcover)),Jacquelyn Mitchard,1996,Penguin USA
7709,366,7.32,7709,0553582526,Dust to Dust,TAMI HOAG,2002,Bantam
9727,366,8.714285714285714,9727,0064471047,"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2)",C. S. Lewis,1994,HarperCollins
12219,365,7.448979591836735,12219,0345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,2002,Ballantine Books
1018,365,7.76595744680851,1018,0425124347,The Bad Place,Dean R. Koontz,1994,Berkley Publishing Group
2911,365,8.11111111111111,2911,0451153553,Misery,Stephen King,1988,New Amer Library
22305,364,8.088888888888889,22305,0425109720,Patriot Games (Jack Ryan Novels),Tom Clancy,1992,Berkley Publishing Group
3786,364,7.428571428571429,3786,0375504397,Black House,Stephen King,2001,Random House Trade
2212,364,7.0,2212,0671708635,Seven Habits Of Highly Effective People,Stephen R. Covey,1990,Free Press
1420,364,7.137254901960785,1420,037570504X,"Breath, Eyes, Memory",Edwidge Danticat,1998,Vintage Books USA
7691,363,8.066666666666666,7691,0804105820,It Was on Fire When I Lay Down on It,Robert Fulghum,1993,Ivy Books
3476,363,8.642857142857142,3476,0553211404,Jane Eyre (Bantam Classics),Charlotte Bronte,1983,Bantam
6537,361,7.680851063829787,6537,0449221490,L Is for Lawless,Sue Grafton,1996,Fawcett Books
1505,360,7.5,1505,0671004565,We'll Meet Again,Mary Higgins Clark,2000,Pocket
6500,360,7.659574468085107,6500,0679735909,Possession : A Romance,A.S. BYATT,1991,Vintage
14110,360,8.372093023255815,14110,0679457526,Into Thin Air : A Personal Account of the Mount Everest Disaster,JON KRAKAUER,1997,Villard
4005,360,7.659574468085107,4005,0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,Fawcett Books
7858,358,7.617021276595745,7858,0451186362,Rose Madder,Stephen King,2004,Signet Book
7830,356,7.911111111111111,7830,0743235150,Everything's Eventual : 14 Dark Tales,Stephen King,2002,Scribner
9167,356,7.739130434782608,9167,0688177859,"Ahab's Wife: Or, The Star-Gazer: A Novel",Sena Jeter Naslund,2000,Perennial
354,356,7.911111111111111,354,0060188731,Bel Canto,Ann Patchett,2001,HarperCollins Publishers
2101,356,8.090909090909092,2101,0140254544,A Light in the Window (The Mitford Years),Jan Karon,1996,Penguin Books
25406,355,8.068181818181818,25406,0451169514,It,Stephen King,1997,Signet Book
3547,354,8.045454545454545,3547,037541309X,Balzac and the Little Chinese Seamstress,Dai Sijie,2001,Alfred A. Knopf
252,354,7.695652173913044,252,0316782505,The Weight of Water,Anita Shreve,2001,"Little, Brown"
6262,354,7.695652173913044,6262,0446605409,Plum Island,Nelson DeMille,1998,Warner Books
1774,354,7.224489795918367,1774,0425177173,Atlantis Found,Clive Cussler,2001,Berkley Publishing Group
6744,354,8.428571428571429,6744,0553213105,Pride and Prejudice,Jane Austen,1981,Bantam
3892,354,7.224489795918367,3892,0671867172,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,1995,Pocket
1489,354,7.531914893617022,1489,0312983824,Faking It,Jennifer Crusie,2003,St. Martin's Paperbacks
7808,354,6.8076923076923075,7808,0425172546,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group
3668,354,7.531914893617022,3668,0553289411,The Plains of Passage (Earth's Children (Paperback)),JEAN M. AUEL,1991,Bantam
12920,353,8.209302325581396,12920,0688170528,The Pact: A Love Story,Jodi Picoult,1999,Quill
29214,352,7.822222222222222,29214,0449223604,M Is for Malice,Sue Grafton,1998,Fawcett Books
27355,352,7.48936170212766,27355,0451207521,Jackdaws,Ken Follett,2002,Signet Book
3357,352,9.025641025641026,3357,0385199570,The Stand (The Complete and Uncut Edition),Stephen King,1990,Doubleday Books
2785,351,9.0,2785,0618002219,The Hobbit: or There and Back Again,J.R.R. Tolkien,1999,Houghton Mifflin Company
5434,351,7.8,5434,0441005489,"Redwall (Redwall, Book 1)",Brian Jacques,1998,Ace Books
1451,351,7.8,1451,0385508417,Skipping Christmas,JOHN GRISHAM,2002,Doubleday
6740,350,7.291666666666667,6740,0345427637,The Angel of Darkness,Caleb Carr,1998,Ballantine Books
7324,350,8.13953488372093,7324,0684853507,BAG OF BONES : A NOVEL,Stephen King,1998,Scribner
5549,350,7.446808510638298,5549,042513525X,Hideaway,Dean R. Koontz,1992,Berkley Publishing Group
4176,348,7.25,4176,0452268060,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),Julia Alvarez,1992,Plume Books
967,347,6.803921568627451,967,038533334X,Charming Billy,Alice McDermott,1999,Delta
474,347,7.886363636363637,474,0316168815,The Lovely Bones,Alice Sebold,2004,Back Bay Books
2446,347,7.543478260869565,2446,0679446486,Airframe,Michael Crichton,1996,Alfred A. Knopf
1411,347,7.886363636363637,1411,0671880187,Kitchen,Banana Yoshimoto,1994,Washington Square Press
17902,347,7.886363636363637,17902,0375500510,Black and Blue : A Novel,ANNA QUINDLEN,1998,Random House
648,347,8.069767441860465,648,0553578693,The Next Accident,LISA GARDNER,2002,Bantam
4101,346,7.688888888888889,4101,0399143947,Point of Origin,Patricia Daniels Cornwell,1998,Putnam Pub Group
9202,346,7.061224489795919,9202,0451204530,Code to Zero,Ken Follett,2001,Signet Book
3703,345,7.840909090909091,3703,0345447840,The Surgeon,TESS GERRITSEN,2002,Ballantine Books
8733,345,8.214285714285714,8733,0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004,Signet Book
3050,345,7.1875,3050,0345413873,Monster : A Novel (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2000,Ballantine Books
2946,345,7.340425531914893,2946,0425144429,Mr. Murder,Dean R. Koontz,1996,Berkley Publishing Group
1585,344,8.19047619047619,1585,0440940001,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,1978,Laure Leaf
101,343,8.166666666666666,101,0446677450,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000,Warner Books
2767,342,7.953488372093023,2767,080411935X,Standing in the Rainbow,FANNIE FLAGG,2003,Ballantine Books
6060,342,9.0,6060,0618129022,The Lord of the Rings (Movie Art Cover),J.R.R. Tolkien,2001,Houghton Mifflin Company
2815,341,7.413043478260869,2815,0312263120,Digital Fortress : A Thriller,Dan Brown,2000,St. Martin's Griffin
2030,339,8.268292682926829,2030,0425115801,Lightning,Dean R. Koontz,1996,Berkley Publishing Group
6478,339,8.268292682926829,6478,0316693251,Roses Are Red,James Patterson,2000,Little Brown and Company
5880,339,7.883720930232558,5880,0375504613,A Short Guide to a Happy Life,ANNA QUINDLEN,2000,Random House
5419,339,7.704545454545454,5419,0446613266,Four Blind Mice,James Patterson,2003,Warner Books
133,338,8.24390243902439,133,0060929790,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998,Perennial
9019,338,7.511111111111111,9019,042510107X,Red Storm Rising,Tom Clancy,1997,Berkley Publishing Group
7873,338,7.681818181818182,7873,0345354613,Eaters of the Dead,MICHAEL CRICHTON,1988,Ballantine Books
6379,338,8.24390243902439,6379,0451163524,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1997,Signet Book
670,337,8.023809523809524,670,0060930187,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,Perennial
21415,337,8.023809523809524,21415,0446602620,Blood Work,Michael Connelly,1998,Warner Books
6382,337,7.326086956521739,6382,0452280621,Beloved,Toni Morrison,1998,Plume Books
7664,337,8.023809523809524,7664,0312265840,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Press
2639,336,7.466666666666667,2639,0671004549,You Belong To Me,Mary Higgins Clark,1999,Pocket Books
1433,335,8.375,1433,014131088X,Speak,Laurie Halse Anderson,2001,Speak
7854,335,8.170731707317072,7854,0812570944,What Dreams May Come : A Novel,Richard Matheson,1998,Tor Books
7428,335,6.568627450980392,7428,031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks
4291,335,8.375,4291,0375703764,House of Leaves,Mark Z. Danielewski,2000,Pantheon Books
1178,334,8.146341463414634,1178,0060964049,"Tales of the City (Tales of the City Series, V. 1)",Armistead Maupin,1989,Perennial
5593,334,7.4222222222222225,5593,0425170349,Rainbow Six,Tom Clancy,2004,Berkley Publishing Group
363,334,7.767441860465116,363,038542471X,The Client,John Grisham,1993,Doubleday Books
770,333,8.325,770,0446523569,Message in a Bottle,Nicholas Sparks,1998,Warner Books
13808,333,7.928571428571429,13808,0385729332,The Sisterhood of the Traveling Pants,Ann Brashares,2001,Delacorte Press
3902,331,7.355555555555555,3902,0446527785,A Bend in the Road,Nicholas Sparks,2001,Warner Books
26615,331,7.6976744186046515,26615,0446603589,Absolute Power,David Baldacci,1996,Warner Books
1514,331,8.487179487179487,1514,0385490445,Alias Grace : A Novel,Margaret Atwood,1997,Anchor
9420,331,7.195652173913044,9420,0373218397,Summer Pleasures,Nora Roberts,2002,Silhouette
1331,331,8.275,1331,0805063889,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2001,Metropolitan Books
1787,331,7.355555555555555,1787,0373218192,Engaging The Enemy,Nora Roberts,2003,Silhouette
6907,330,8.25,6907,0894808249,All I Need to Know I Learned from My Cat,Suzy Becker,1990,Workman Publishing
2280,329,7.833333333333333,2280,0425122123,Clear and Present Danger (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group
3352,329,7.311111111111111,3352,0061020710,The Color of Magic,Terry Pratchett,2000,HarperTorch
6191,329,8.024390243902438,6191,0679720200,The Stranger,ALBERT CAMUS,1989,Vintage
1281,329,8.024390243902438,1281,0385720920,Choke,CHUCK PALAHNIUK,2002,Anchor
7005,328,7.809523809523809,7005,0399146253,The Last Precinct,Patricia Daniels Cornwell,2000,Putnam Publishing Group
11318,328,7.809523809523809,11318,0316781010,Fortune's Rocks: A Novel,Anita Shreve,1999,Back Bay Books
18808,328,7.454545454545454,18808,0679744398,"All the Pretty Horses (The Border Trilogy, Vol 1)",CORMAC MCCARTHY,1993,Vintage
148,327,7.975609756097561,148,0380778556,Rebecca,Daphne Du Maurier,1994,Avon
2243,327,8.384615384615385,2243,0345348109,The Killer Angels,Michael Shaara,1993,Ballantine Books
10977,327,7.975609756097561,10977,0451142934,Skeleton Crew,Stephen King,1986,New Amer Library
7101,327,7.785714285714286,7101,0446391301,Geek Love,Katherine Dunn,1993,Warner Books
10550,326,7.761904761904762,10550,0553569910,The Ugly Duckling,Iris Johansen,1997,Bantam Books
6683,326,7.409090909090909,6683,0345404114,Sleepers,Lorenzo Carcaterra,1996,Ballantine Books
76,325,7.738095238095238,76,1558531025,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991,Thomas Nelson
7697,325,7.222222222222222,7697,0446604844,Total Control,David Baldacci,1997,Warner Books
5475,325,8.552631578947368,5475,1551668998,Beach House,Mary Alice Monroe,2002,Mira
6092,325,7.738095238095238,6092,0451206525,Dead Sleep,Greg Iles,2002,Signet Book
1154,324,8.1,1154,006019491X,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999,HarperCollins
1493,324,8.307692307692308,1493,0451191153,The Fountainhead,Ayn Rand,1996,New American Library
6075,324,8.1,6075,0312144075,The Samurai's Garden : A Novel,Gail Tsukiyama,1996,St. Martin's Griffin
20540,324,8.1,20540,0312201656,I Capture the Castle,Dodie Smith,1999,St. Martin's Griffin
749,324,8.1,749,0446525502,The Rescue,Nicholas Sparks,2000,Warner Books
7665,324,7.363636363636363,7665,0743206029,On the Street Where You Live : A Novel,Mary Higgins Clark,2001,Simon &amp; Schuster
1791,324,7.902439024390244,1791,0345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996,Ballantine Books
4496,324,7.902439024390244,4496,0312274920,Round Ireland With a Fridge,Tony Hawks,2001,St. Martin's Press
21390,324,8.1,21390,0374199698,Middlesex: A Novel,Jeffrey Eugenides,2002,"Farrar, Straus and Giroux"
21154,323,8.075,21154,0887307876,"The Dilbert Principle: A Cubicle'S-Eye View of Bosses, Meetings, Management Fads &amp; Other Workplace Afflictions",Scott Adams,1996,HarperBusiness
850,323,7.511627906976744,850,0451181379,The Door to December,Dean R. Koontz,1994,Signet Book
6396,323,7.878048780487805,6396,0330375253,Bridget Jones's Diary,Helen Fielding,2001,Picador
7354,323,8.282051282051283,7354,0316603570,3rd Degree,James Patterson,2004,"Little, Brown"
29663,323,8.72972972972973,29663,0064471101,The Magician's Nephew (rack) (Narnia),C. S. Lewis,2002,HarperCollins
15703,322,8.473684210526315,15703,0064401847,Bridge to Terabithia,Katherine Paterson,1987,HarperTrophy
5667,322,8.473684210526315,5667,0451190491,The Two Dead Girls (Green Mile Series),Stephen King,1996,Signet Book
9750,322,7.666666666666667,9750,0345368754,Foucault's Pendulum,Umberto Eco,1990,Ballantine Books
1282,321,8.23076923076923,1282,0385498721,Survivor : A Novel,CHUCK PALAHNIUK,2000,Anchor
2444,321,6.42,2444,0446516538,Slow Waltz in Cedar Bend,Robert James Waller,1993,Warner Books
6385,320,8.421052631578947,6385,0451166582,The Eyes of the Dragon,Stephen King,2001,Signet Book
10859,320,7.619047619047619,10859,0805059555,"\O\"" Is for Outlaw""",Sue Grafton,1999,Henry Holt &amp; Company
8690,320,7.2727272727272725,8690,0446610542,The Bachelor (Warner Books Contemporary Romance),Carly Phillips,2002,Warner Forever
5966,319,7.975,5966,0425153975,The Eyes of Darkness,Dean R. Koontz,1996,Berkley Publishing Group
4812,319,7.088888888888889,4812,1576737330,The Prayer of Jabez: Breaking Through to the Blessed Life,Bruce Wilkinson,2000,Multnomah
1543,319,7.975,1543,0380814021,The Princess Diaries,Meg Cabot,2001,HarperTrophy
4202,319,7.975,4202,0440439884,Island of the Blue Dolphins,SCOTT O'DELL,1971,Random House Children's Books
7383,318,7.066666666666666,7383,0375412530,Back When We Were Grownups: A Novel,ANNE TYLER,2001,Knopf
15411,318,7.7560975609756095,15411,0446364800,The General's Daughter,Nelson DeMille,1993,Warner Books
66,318,7.395348837209302,66,042511774X,Breathing Lessons,Anne Tyler,1994,Berkley Publishing Group
759,318,7.2272727272727275,759,0679442790,The Reader,Bernhard Schlink,1997,Random House
1261,318,7.7560975609756095,1261,000649840X,Angelas Ashes,Frank Mccourt,1994,Harpercollins Uk
9269,317,7.372093023255814,9269,0743460529,Daddy's Little Girl,Mary Higgins Clark,2003,Pocket
236,317,7.7317073170731705,236,0671023616,Postmortem (Kay Scarpetta Mysteries (Paperback)),Patricia Cornwell,1998,Pocket
2037,317,8.128205128205128,2037,0451151259,Eyes of the Dragon,Stephen King,1988,Penguin Putnam~mass
5835,317,7.5476190476190474,5835,0385475721,The Blind Assassin,Margaret Atwood,2000,Nan A. Talese
1714,317,7.5476190476190474,1714,0399145087,Black Notice,Patricia Daniels Cornwell,1999,Putnam Pub Group
19143,316,7.523809523809524,19143,0446667900,A Darkness More Than Night,Michael Connelly,2002,Warner Vision
2352,316,7.9,2352,0743469801,Why Girls Are Weird : A Novel,Pamela Ribon,2003,Downtown Press
4433,315,7.325581395348837,4433,0446608890,Saving Faith,David Baldacci,2000,Warner Vision
4977,315,8.076923076923077,4977,0440202043,Shell Seekers,Rosamunde Pilcher,1996,Dell
6763,315,7.5,6763,0671042572,Jewel (Oprah's Book Club),Bret Lott,1999,Pocket
6998,315,7.875,6998,0671011375,Death du Jour,Kathy Reichs,2000,Pocket
4778,315,8.513513513513514,4778,1931561648,The Time Traveler's Wife (Today Show Book Club #15),Audrey Niffenegger,2003,MacAdam/Cage Publishing
6061,314,7.476190476190476,6061,0345423402,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002,Ballantine Books
28071,314,7.3023255813953485,28071,0425178765,Easy Prey,John Sandford,2001,Berkley Publishing Group
1399,314,8.971428571428572,1399,006092988X,A Tree Grows in Brooklyn,Betty Smith,1998,Perennial
1299,313,8.025641025641026,1299,0439404371,The Thief Lord,Cornelia Funke,2002,Scholastic
8354,313,7.27906976744186,8354,0553576801,The Perfect Husband,LISA GARDNER,1997,Bantam
281,313,7.634146341463414,281,0440241413,Confessions of a Shopaholic,SOPHIE KINSELLA,2003,Dell
1326,313,8.236842105263158,1326,0553258001,The Cider House Rules,John Irving,1986,Bantam Books
3511,312,8.210526315789474,3511,0684857820,Lucky,Alice Sebold,1999,Scribner
2419,312,7.609756097560975,2419,0316602051,The Jester,James Patterson,2003,"Little, Brown"
2938,312,8.0,2938,0553582763,By the Light of the Moon,DEAN KOONTZ,2003,Bantam
5787,312,7.8,5787,0425179613,It's Not About the Bike: My Journey Back to Life,Lance Armstrong,2001,Berkley Publishing Group
10302,312,7.8,10302,0553580191,Seize the Night,DEAN KOONTZ,1999,Bantam
5942,311,7.585365853658536,5942,0375413634,The Emperor of Ocean Park (Today Show Book Club #1),Stephen L. Carter,2002,Alfred A. Knopf
6038,311,7.068181818181818,6038,0316603287,The Lake House,James Patterson,2003,"Little, Brown"
21368,311,7.585365853658536,21368,0385315236,The Horse Whisperer,Nicholas Evans,1995,Delacorte Press
19859,310,8.378378378378379,19859,0743437802,The Stone Monkey (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,2003,Pocket
2056,309,8.82857142857143,2056,038548951X,Sister of My Heart,Chitra Banerjee Divakaruni,2000,Anchor Pub
5969,309,6.574468085106383,5969,0399149325,Portrait of a Killer: Jack the Ripper -- Case Closed,Patricia Cornwell,2002,G. P. Putnam's Sons
7619,308,7.897435897435898,7619,0515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books
14426,308,8.555555555555555,14426,0842329269,Apollyon: The Destroyer Is Unleashed (Left Behind No. 5),Jerry Jenkins,2000,Tyndale House Publishers
3690,308,8.324324324324325,3690,0446530522,Cane River,Lalita Tademy,2001,Warner Books
19757,308,7.7,19757,0679432477,Empire Falls,RICHARD RUSSO,2001,Knopf
220,308,7.897435897435898,220,0385509456,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003,Doubleday
4651,308,7.7,4651,0811825558,The Worst-Case Scenario Survival Handbook,Joshua Piven,1999,Chronicle Books
6782,307,7.675,6782,0451209907,Quentins,Maeve Binchy,2003,Signet Book
14976,307,8.527777777777779,14976,0679785892,Fear and Loathing in Las Vegas : A Savage Journey to the Heart of the American Dream,HUNTER S. THOMPSON,1998,Vintage Books
1488,307,7.871794871794871,1488,0679772677,A Civil Action,JONATHAN HARR,1996,Vintage
886,307,7.487804878048781,886,0451205421,The Door to December,Dean R. Koontz,2002,Signet Book
7204,307,7.675,7204,0452283442,The Darwin Awards: Evolution in Action,Wendy Northcutt,2002,Plume Books
4006,307,7.487804878048781,4006,0446607193,Unspeakable,Sandra Brown,1999,Warner Books
4560,307,7.871794871794871,4560,0312199430,One Thousand White Women : The Journals of May Dodd: A Novel,Jim Fergus,1999,St. Martin's Griffin
4304,306,8.052631578947368,4304,0446608262,The Lion's Game,Nelson DeMille,2000,Warner Books
2978,306,7.285714285714286,2978,0385482388,The Mistress of Spices,Chitra Banerjee Divakaruni,1998,Anchor Books/Doubleday
23744,306,7.846153846153846,23744,0345397819,Lasher: Lives of the Mayfair Witches (Lives of the Mayfair Witches),Anne Rice,1995,Ballantine Books
8898,306,7.65,8898,0451170385,Four Past Midnight,Stephen King,2001,Signet Book
3828,306,7.285714285714286,3828,0451188462,Desperation,Stephen King,1997,Signet Book
4646,306,7.846153846153846,4646,1573228214,High Fidelity,Nick Hornby,2000,Riverhead Books
1460,305,7.261904761904762,1460,0385324057,Summer Sisters,Judy Blume,1998,Delacorte Press
27549,305,7.439024390243903,27549,0446527033,The Switch,Sandra Brown,2000,Warner Books
7765,305,7.261904761904762,7765,0373218036,"Truly, Madly Manhattan",Nora Roberts,2003,Silhouette
22025,304,8.0,22025,0670868361,Desperation,Stephen King,1996,Viking Books
13191,304,6.7555555555555555,13191,1573221937,How to Be Good,Nick Hornby,2001,Riverhead Books
1323,304,9.212121212121213,1323,067168390X,Lonesome Dove,Larry McMurtry,1988,Pocket
9785,304,7.794871794871795,9785,0375756981,The Vagina Monologues: The V-Day Edition,Eve Ensler,2000,Villard Books
10091,304,8.0,10091,0140179836,The Liar's Club: A Memoir,Mary Karr,1998,Penguin USA (Paper)
4057,304,7.414634146341464,4057,0425116840,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989,Berkley Publishing Group
6028,304,8.444444444444445,6028,0553802496,Odd Thomas,Dean Koontz,2003,Bantam
3784,303,8.416666666666666,3784,0393317552,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,1999,W. W. Norton &amp; Company
15997,303,7.575,15997,0440213290,The Copper Beech,Maeve Binchy,1993,Dell
6040,303,7.390243902439025,6040,0425178102,Big Trouble,Dave Barry,2001,Berkley Publishing Group
11910,303,7.575,11910,0446525537,A Walk to Remember,Nicholas Sparks,1999,Warner Books
12311,303,7.769230769230769,12311,0452281903,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,2000,Plume Books
12349,303,7.214285714285714,12349,0670894184,Back Roads,Tawni O'Dell,2000,Viking Books
6059,302,7.365853658536586,6059,0451208765,Sleep No More,Greg Iles,2003,Signet Book
4579,302,7.55,4579,0060926317,Mutant Message Down Under,Marlo Morgan,1995,Perennial
6347,302,8.882352941176471,6347,0330262130,Restaurant At the End of the Universe,Douglas Adams,1994,Pan Books Ltd
8785,302,7.743589743589744,8785,0553289691,SKINNY LEGS AND ALL,TOM ROBBINS,1991,Bantam
6754,301,7.525,6754,0385474547,Things Fall Apart : A Novel,CHINUA ACHEBE,1994,Anchor
4004,301,7.525,4004,0671568175,Let Me Call You Sweetheart,Mary Higgins Clark,1996,Pocket
11739,300,7.894736842105263,11739,0385509510,Under the Banner of Heaven : A Story of Violent Faith,JON KRAKAUER,2003,Doubleday
8807,300,7.6923076923076925,8807,0525946829,Quentins,Maeve Binchy,2002,Dutton Books
9293,299,8.305555555555555,9293,0671880314,Schindler's List,Thomas Keneally,1993,Touchstone
10172,299,7.666666666666667,10172,0451137965,Thinner,Stephen King,1985,New Amer Library
1506,299,7.119047619047619,1506,0345370805,How to Make an American Quilt,Whitney Otto,1992,Ballantine Books
8157,299,8.08108108108108,8157,0671729411,Flowers In The Attic (Dollanganger),V.C. Andrews,1990,Pocket
